Designator,Val,Val2,"Mid X","Mid Y",Rotation,Layer,
"C1","4.7uF","C_0805_2012Metric",73.660000,-47.498000,0.000000,top
"C2","10uF","C_0805_2012Metric",78.750000,-40.600000,0.000000,top
"C3","10uF","C_0805_2012Metric",78.750000,-46.800000,180.000000,top
"C4","4.7uF","C_0805_2012Metric",73.660000,-45.224700,180.000000,top
"C5","4.7uF","C_0805_2012Metric",71.120000,-37.846000,270.000000,top
"C6","22uF","C_0805_2012Metric",73.660000,-42.926000,180.000000,top
"C7","4.7uF","C_0805_2012Metric",68.834000,-37.846000,90.000000,top
"C8","4.7uF","C_0805_2012Metric",73.660000,-49.784000,180.000000,top
"C9","10uF","C_0805_2012Metric",73.660000,-40.640000,0.000000,top
"C10","22uF","C_0805_2012Metric",51.750000,-36.000000,270.000000,top
"C11","4.7uF","C_0805_2012Metric",73.660000,-52.070000,180.000000,top
"C12","10uF","C_0805_2012Metric",61.722000,-38.862000,90.000000,top
"C13","1uF","C_0805_2012Metric",33.800000,-44.800000,90.000000,top
"C14","1uF","C_0805_2012Metric",27.800000,-44.707500,90.000000,top
"C15","0.1uF","C_0805_2012Metric",82.000000,-33.200000,180.000000,top
"C16","0.1uF","C_0805_2012Metric",36.000000,-31.500000,0.000000,top
"C17","100uF","CP_EIA-3528-15_AVX-H",82.000000,-30.400000,180.000000,top
"C18","1uF","C_0805_2012Metric",82.000000,-27.400000,0.000000,top
"C19","10uF","C_0805_2012Metric",121.805000,-49.968000,0.000000,top
"C20","10nF","C_0805_2012Metric",56.388000,-43.053000,0.000000,top
"C21","0.1uF","C_0805_2012Metric",49.250000,-36.000000,90.000000,top
"C22","0.1uF","C_0805_2012Metric",33.000000,-50.200000,180.000000,top
"C23","0.1uF","C_0805_2012Metric",29.200000,-50.200000,0.000000,top
"C24","4.7uF","C_0805_2012Metric",66.548000,-37.846000,90.000000,top
"C25","10nF","C_0805_2012Metric",56.388000,-50.673000,0.000000,top
"C26","4.7uF","C_0805_2012Metric",56.642000,-54.356000,90.000000,top
"C27","2.2uF","C_0805_2012Metric",47.498000,-44.450000,0.000000,top
"C28","4.7uF","C_0805_2012Metric",66.929000,-54.356000,90.000000,top
"C29","100nF","C_0805_2012Metric",56.388000,-48.260000,0.000000,top
"C30","100nF","C_0805_2012Metric",56.388000,-45.466000,180.000000,top
"C31","4.7uF","C_0805_2012Metric",69.088000,-54.356000,90.000000,top
"C32","10uF","C_0805_2012Metric",64.262000,-59.309000,90.000000,top
"C33","2.2uF","C_0805_2012Metric",47.498000,-50.800000,180.000000,top
"C34","1uF/50V","C_1206_3216Metric",121.551000,-56.272000,0.000000,top
"C35","1uF/25V","C_0805_2012Metric",113.928000,-45.570000,180.000000,top
"C36","1uF/50V","C_1206_3216Metric",121.551000,-52.208000,0.000000,top
"C37","1uF/25V","C_0805_2012Metric",114.000000,-49.384000,180.000000,top
"C38","1uF/25V","C_0805_2012Metric",113.978000,-53.464000,180.000000,top
"C39","0.1uF","C_0805_2012Metric",41.000000,-41.600000,0.000000,top
"C40","0.1uF","C_0805_2012Metric",65.600000,-22.000000,270.000000,top
"D1","MBR0540","D_SOD-123",64.262000,-37.338000,270.000000,top
"D2","MBR0540","D_SOD-123",53.340000,-43.180000,90.000000,top
"D3","MBR0540","D_SOD-123",50.800000,-43.180000,270.000000,top
"D4","MBR0540","D_SOD-123",64.389000,-54.991000,90.000000,top
"D5","MBR0540","D_SOD-123",53.340000,-52.324000,90.000000,top
"D6","MBR0540","D_SOD-123",50.800000,-52.324000,270.000000,top
"D7","1N5817","D_SOD-123",36.500000,-44.000000,90.000000,top
"D8","LED GREEN","LED_0805_2012Metric",29.150500,-52.645000,180.000000,top
"D9","LED RED","LED_0805_2012Metric",29.150500,-55.058000,180.000000,top
"D10","1N5817","D_SOD-123",40.800000,-50.200000,180.000000,top
"J1","XF2M-3315-1A","CONN_ED097OC4",116.137200,-37.727400,270.000000,top
"J2","C10418","USB_Micro-B_A01SB141B1-067",31.500000,-22.365000,270.000000,top
"J4","ED060SC4","HRS_FH26W-39S-0.3SHW(60)",84.100000,-60.600000,0.000000,top
"L1","4.7uH","L_Taiyo-Yuden_NR-50xx_HandSoldering",57.658000,-37.084000,90.000000,top
"L2","2.2uH","L_Taiyo-Yuden_NR-40xx_HandSoldering",60.706000,-55.753000,90.000000,top
"Q3","MMBT3904","SOT-23",35.500000,-36.750000,0.000000,top
"Q4","MMBT3904","SOT-23",39.250000,-36.750000,180.000000,top
"R1","10k","R_0603_1608Metric",37.500000,-39.500000,0.000000,top
"R2","400","R_0603_1608Metric",41.600000,-31.600000,180.000000,top
"R3","1k","R_0603_1608Metric",32.750000,-52.750000,180.000000,top
"R4","10k","R_0603_1608Metric",65.400000,-32.000000,0.000000,top
"R5","0","R_0603_1608Metric",66.000000,-25.250000,270.000000,top
"R6","10k","R_0603_1608Metric",65.400000,-30.200000,0.000000,top
"R7","100k","R_0603_1608Metric",48.500000,-32.000000,0.000000,top
"R8","1k","R_0603_1608Metric",32.750000,-55.058000,180.000000,top
"R9","6.8k","R_0603_1608Metric",45.000000,-55.500000,90.000000,top
"R10","10k","R_0603_1608Metric",82.200000,-35.200000,0.000000,top
"R11","10k","R_0603_1608Metric",37.500000,-34.000000,180.000000,top
"R13","10k","R_0603_1608Metric",109.347000,-45.847000,0.000000,top
"R14","10k","R_0603_1608Metric",62.000000,-30.200000,180.000000,top
"R15","10k","R_0603_1608Metric",77.250000,-31.250000,0.000000,top
"R16","10k","R_0603_1608Metric",62.000000,-32.000000,180.000000,top
"R18","43k","R_0603_1608Metric",72.081200,-55.846600,90.000000,top
"R19","1M","R_0603_1608Metric",52.832000,-46.482000,180.000000,top
